average_hr,average_watts,moving_time,average_speed,average_grade,distance,total_elevation_gain,labels,polyline,id
153.7,217.9,27.6,13.1,2.6,6.0,948.8,3,{`haF~zsgVgA?yCN_CDc@D_@FID]Va@b@GBIBa@@]Ki@e@GI[{@U[YQWCq@Lg@PYVc@p@OLSBsBOo@F]LYP_@\\WJ[DgAD_@FuAp@wAj@{@f@ONMNSh@Ep@HjA?VOn@MPw@j@_@f@s@n@QLSFU?SEQKYe@Iw@EqBC[Yg@QIQAy@Hi@?i@EqBc@yAa@gAG{ATkA^WBc@Iq@c@MOUk@Os@Qm@GYEw@_@_AW]QKOHWj@EhAAz@m@|BMRSL]Jq@Dg@GyBVO?i@WiAcBSMQE{A@e@McAKiA@eAEyAK_BG{@FS?UEkA{@a@U}@cAYa@Sa@w@sDQg@YUqCQk@M_@_@My@AgALmA@cANoB?k@MsAKq@MOm@uAUgAQaAEeAVyBPaAPo@HiAFUPc@\\]j@y@HODQCe@Ia@KYIYKiAQeAIcBScAAcAHaBG{A?sBGuAS}AGc@Qa@c@k@w@g@g@EcCEe@GaAg@_CyAgBi@wAQcAHwAM_AQg@Qu@q@sCu@}Ay@wA_@yHW{BMwFi@kCKsC]{AYu@S_Am@u@w@QMQAULc@j@_@R_@HcACsAIyAFgAH[D[Lg@Ze@d@g@L{AF[Jg@\\WH}@G}@UuAO[M]Ie@EmAe@g@CaAUw@Wk@WUEs@@GC{@FaEf@o@Pi@Gy@Cg@Kg@?GA}@k@_@Oa@UeAUi@IcAa@i@e@eAa@aC_B}@Wy@Ky@@wB[y@BYAe@KYQo@o@k@c@wAs@]Me@YEEC[h@Z^k@`@S|AKb@GZAh@HNANKJM\\eAL[LMVIVCb@HRLNHPBPCNGPKJMXiAL_BKi@Sg@SaAO{AEqAE]Uy@GaAAe@BWBQLKN?LDPZNNNFZ@x@O`@Bx@NH@\\KLMf@}@fAcBTOTEPDd@X`@LNBj@?j@MXAPDLDPNN^EZWbAIb@ATAJDV\\pA@VCf@?l@H^JNPVJHRD\\QFOCOOY[_@Mu@G{CDSVw@r@_Bd@y@@KWy@a@k@g@a@oAu@,683043
168.9,298.7,7.2,11.5,6.2,1.4,0.0,3,mdjfF`dikV|@fAJRBVG`@uAjB[^WRWHWCAPONEXBlACNEJQPKBQ?L@c@HIDMPEZ@bACPGPIFYHW]J`@Ka@?d@_@DaABSHKHKPGJCTA\\P^\\`@JRD^Eh@GRa@x@Mf@SpAM\\UVMJs@TSNMTGVMp@CX?XDVhAxCT^p@h@HJBF@TCJa@x@IV@\\JTXLRBhDCvBFXAn@OVAJFHFFZAf@KZKFQD}@Hm@PgAr@_@NSDo@FeA@mBA_@CMEKIy@}AUY_@II@e@PYDGAYMQWWg@_@oAQSo@a@IMWq@KMOMUKWAqAHe@?MCHBa@I,687607
162.2,319.1,12.8,21.7,1.7000000000000002,4.6,407.5,0,_adeFd`mfVs@@gACcAMeAWO?QFY`@k@vBy@|@QHgAXuAPcFF}@F]H]LeE~BkAd@eMhDwF~AoBZoAIqCU_CB{@H_Ex@_@FgB@sAUkFkAyAIe@?sI|@}Ab@kAd@o@N}ATqA@}@YwAm@}Dm@{@IiCOoACaFLgB?aAE[EgEs@{@Cy@JuHlBcCt@_ARa@D_@@mBA}IFsADw@HcAf@ONqJxLu@vAqAzCq@fAy@t@i@N}@J[CwD]sDgAuSoFkBc@iASa@CY@{@JyO`Eu@X}C~Be@p@{AjCeMdKiE|DwCvCWPYJ}C~@yBt@c@Ra@l@iArGy@~C_EzGcBdD}AlCs@`Ag@b@Y^[VcC|A]\\kA`AgCnB{@X,689163
157.4,290.7,4.5,26.9,-0.6000000000000001,2.0,0.0,0,sk{eFjttgVwBnEm@|@gAjCyC|Fk@rA_ApCk@nAwAjC_DrDm@h@s@|@m@f@iApA_DnDgAtAg@v@uBvD_BfC{ExG}@l@MNsAfB_@t@MN}@z@_@f@mAxA_A|@w@bA{@|@i@n@gAlAaAnAgAjAsA`Bu@v@sB~A]^k@v@Yf@[^s@j@q@p@eAr@o@r@aA~@mArAgCxBm@p@q@j@kAlAq@l@yA~@a@Zq@p@c@^eAp@}At@s@b@uEdB,699418
152.1,267.0,7.4,27.3,-1.0,3.4,0.0,0,sasdFz`yeVq@f@iARmAZqAb@}LpDsAJiAEk@@a@JuAr@oCbBwCtAgAt@aC|By@bAq@fA}@hAiAp@kAh@s@j@aA`AsA|@sAn@_Aj@UTa@l@iB~Cc@j@QP_Ap@eEjCaAd@oA`@mAj@aAh@cA`AeCpBiCpBmAt@qAr@iDtAmAv@oGjFw@`A}@`AyExC_At@g@hBi@b@}@LeBLODi@XiBf@eC~@sA^iAt@cC`Ce@\\_@TeA^{Ct@qAp@qChB{BjBuAnAyBfBq@`@eD`BgF`CmAt@k@l@a@n@s@xAw@tAo@nAuGlL_IrNcA|Ao@l@kAr@eA^m@P_@DsAHmIF,700400
157.1,308.0,30.0,24.3,0.0,12.1,316.9,0,o}kaFdaneVlC_B~@u@p@uAh@_BPmAJiBAoJDyBDe@j@wB|@_Bj@s@z@s@rAaAjAs@dAw@~A_Bn@y@~@}Ax@qBX{@b@kBVaBXaDBuACmC_A}MCs@BiBRkBVoA^mA|BaGr@kAz@cAjAmAb@_@b@]hBkAtDkBpQyI~CaBtBaAz_@eRbJkErNyGbFuBdAi@fAq@fFgEjHmFbAy@vWeR`N_KzDyBz[mOtEmBhBy@tEkBnTcJxSsIjLsE`LwEdBo@hBk@~Aa@fBa@zAWN@XTBl@sAtF_DpPeExSs@`Da@bCs@`Di@xCiHx]c@xCs@tCFnAj@b@xD~AlB`APPXl@RjJBV`BzIHl@@bAOfAi@hBq@rD]nC_BdHkA~GoErSWz@iAtFc@|@YPa@Ho@Fk@Ru@p@W\\Qd@Kf@Cl@Fp@TfA^jD?ZInBOtBOjDc@lEs@hKU~Au@rBw@pBEXGnAC|CKjGUhFKtEItBE~DC`@@`BLdAB~@C^@`@GdA@bAFn@Nx@Tv@xB`M?NMVi@Pu@Bg@H{D`AuBb@e@PgAt@}HnHaEnEgNvOkDvDq@j@u@^uE~AeGdCwIfDk@NaCRoABuAGeHo@sASaGiBkAc@oCu@{TeHoFwA_Cw@uDgA{A_@eIaCqC}@qHwBsBg@}QwFoB}@cEoCuGsD_Bs@}Ae@o@MkAKs@As@@UDsIh@wB@w@Gw@KoBm@WMaBgASSuAcBqAoBaCgEcA_BkBeDeAsAm@i@w@g@c@a@{AcAaFwDwCoB,708232
160.2,277.5,8.7,18.4,2.0,2.8,905.2,3,smyeF~vohVA\\GXKfAS~@OTE`@Id@Ob@Ad@S~ABz@DP?RIn@KJBJEn@KPmAjAq@z@UjBa@n@a@`By@nAmAhA_@pAG|AeBlBm@t@a@lASz@QZZ`@R`@cA@k@l@?`Aq@bAAzAMZm@\\a@^e@VaBjAYb@q@t@Sb@SPSdAE|ADfAYt@A\\m@r@HZ_@jA_AdC[VUH]XYZa@l@Et@KfA}@j@ITSTuAp@wAz@o@L_An@Yh@SVYTg@XaAz@YFu@`A}@f@g@z@SVe@Le@`@a@v@Ah@Dp@Qh@w@z@ULcBIy@n@At@c@x@_AnA[\\a@x@k@f@W`@O`@[t@{@fAc@Xi@NKlA]\\aCrAYZ[z@Q\\Yr@iAnAW`@YRk@`CEn@KXGb@Af@_@l@g@hBUNQj@]h@e@bAK`@O`@SVOXBvBIb@IVMr@Ur@Gz@c@bBQ^eAvA[Hw@IUDa@`Ae@P{@VI`@QNJpAO\\Ez@Kp@WfAIb@DtA^bBEd@Ab@PhACTw@NSLa@POLMLEJBb@,708773
155.1,256.3,19.5,14.5,3.2,4.7,807.1,3,o`{dFbcteVCuAc@}GF}B^kCn@sBdAkBh@o@~L}L`CeCvAsAbBw@p@Sn@KpBQhLcA@CLCl@CtEc@tAYd@O`@W\\Wh@o@p@oArAkDvAmEZ{@rA{Cp@gBd@uBDeBEaA@y@BcHAmCQeJ@sCFaCPcCXcDRgA\\aAZs@bDkGfKaTz@_BdB_CzCwEj@o@lJ_JX]JSPe@Lk@n@cE~AiF`AkDbAeDb@aBZuBHy@@eAE}@Iq@uA}GkByG_AqFg@uBcAaDuB}FkA{DWs@[i@oAsAm@}@_@qAiA}EOoAI{GGoASsCUsBc@iCu@qIIo@Kg@]{@{@eBoAmDgBsDo@kAy@wBo@oB{@yAuAmFmBoEKOYSWEcAG_AMiA[YMOKIOMa@AQ?a@J_@NYZ_@r@o@zB}A~@_Av@}@Zo@`@cApAoE`@c@,708799
146.7,242.9,3.7,24.3,-1.0,1.5,40.7,0,g}cfFjhfhV{ASq@Qg@EU@WDSNq@z@WTg@JcAIc@@kAZiA`@q@`@QRcAzAs@lAsCrCs@\\[F}AAo@Pw@`@eBfAaBzA}C`Cu@x@OT{@zAa@~@u@bC}@`C_@pACTuCnJq@|CIV_@~@Qj@c@`Dc@zAQdAs@~C_@bC]zA]|@k@zBUrAKrA_@xAOx@W|@Kn@KfAUpAK`Ac@dB,714899
153.0,224.8,52.8,8.7,5.7,7.6,2370.1,1,q~mbFlkehVh@BTHRNZ`@JBT@\\JLJLR`@Rp@CnAKz@FV?LExBeAVAZFTFTRVHRJFV@XNb@r@`@NZ?JEHmAn@MROh@@PMhAH`@B^NTBTFRTb@Vt@RbB@v@a@zAI`A[jAaA`COVW\\e@bAOz@G|@Br@Nb@HFZUDINg@Vc@No@LQPIb@GLGJCPMRINAb@YPSf@SX[`@k@PQXIHA@ALEf@u@z@y@zAwB^c@Zw@JeAH[NMr@y@^Sj@Yx@eAVo@T[Rw@A]Bc@CSHK\\Q^I`@@j@J^@PEd@Dr@SXA|@Fd@GNIdAw@b@m@?SKUMACLClADVAVBZ?XMf@OTo@n@i@l@k@`@a@FMAKE_Ag@S?c@RMHq@~@qA~BWt@MtAGLCPm@`BQ|@ErAOf@e@bAOjB?HHb@Vt@Fd@ALQ^y@z@S\\i@f@c@t@I\\@|@BPJVVRVDXENIf@e@DENk@HOb@m@RQP_@NQA{@Dc@HUJ{@Lg@l@yAJ{@Ns@JeAPMVAXBVLX`@Lr@C^EZQ`@o@|@MXITGn@@p@M`AAjBHb@@TERCxAFv@\\nA^t@b@h@Zr@XZRn@Hx@BjBFt@VnABVf@hA`@b@j@d@vAbA^d@JXLf@\\v@j@r@r@\\n@n@XPZ@d@Vj@DV\\@PJTAEOHSBKCm@Zc@AaAXQLKNSb@Kh@Kx@Q^IPg@P[ASEWKOKa@k@Sa@a@oAKQSWOKYKUBm@Le@ASGEC_@k@[UWIo@Cm@D[JMLW^Mb@Af@BXRpALd@h@rALf@Hh@Bv@OrAGRQPMXCN?f@DPFJZJb@Mz@_AJCR?TLb@h@Xr@Fd@JZBh@Px@Xh@f@h@LF\\d@TlAD^Tv@VZTPXXJBn@FX@d@ETGx@E^HXPFh@Px@JdBJl@Qt@Wr@K`@m@tAk@bB@xAG^yA~DSZc@XeAZWLq@t@ENSrA@j@Fd@NAVSd@_AjAsABOCBDBDATQh@u@f@]`AsAh@uAPo@BYf@kB^s@f@m@~@k@r@Wh@EVIN?`ASJA^Gr@Ex@YNAl@]^Wn@q@`A{@xEiGt@gAnAaBhFcGj@[hAcApA{@lAo@l@e@vBkAp@Wp@g@rCuAtBmAx@_@^YfB{ArAsAdBgBnAyA|@}@z@cAp@o@lAiApB_BfEcEd@i@tA}@TSVKhAYf@CT@xAKh@D|@CnB`@d@TRBZJfAD~APt@FlAQ`AURIZUj@k@l@{@^e@n@kA^iA\\qBTyDXoDd@qCv@eCz@oBlBmDnBeE`@o@b@mA`@_Al@cAl@qAd@{@v@qBX[p@wAlAqAj@c@XQb@M\\SZE`@O\\GZAtB@n@Bn@H~AB\\AlAQpBw@`A[v@a@z@i@l@q@v@oA,715528
148.0,225.1,61.5,15.9,1.9,16.2,1759.2,1,{bsdFbbyeVn@UJ]I_A@g@JUPOvA}@hAu@tAiAbCkCr@y@Vc@hBkBpAcBvC}Ex@iAlBgBhAeB`@s@p@aB|@cD~AmFlA_CrBwDhFeKzFqK`@}@XeBBkAE{@i@cDIsAJ{AHu@h@eCX{@h@wA^aBb@qCn@_GF_@L_@lAyC\\m@Z]fBcA\\[HSBW?WSeAEc@HgBTkAHUR_@v@w@HSNu@GcAe@}AMs@B]\\{@Je@@c@?qALi@TUZI\\BnAT\\?LELIr@u@R_@Fa@AoB@a@D]VaAPYPSNGJAf@@lBt@ZDVAVKl@_@RYPc@Ha@De@AgCI_Ay@sFEi@Fs@`@_BFk@Ck@Q}@Gq@@OF_@Ri@l@uAf@cBHo@F_BJw@lAyEp@}BRuAJc@\\u@La@d@kCvAgFJy@@i@Cc@WaB[wA@@CEEc@?s@V}@j@_AJa@JqAC]a@{AoBaGCMBiATUr@e@d@{@?{@Gi@?SDSZSp@Gb@a@dAiCTYd@[vAI`@KRK~BeB^m@F_@?UAWMe@W_@{@q@]a@Q[Oi@C]Cs@B_@\\iALmAbAkFPk@r@oANQ|@u@hAm@XQT[V_A@[KuB?o@Da@FOXUREhAA\\ALEPMPSHYFc@Xw@l@iCh@mB`@_Az@wA^c@d@eAFg@OgD@qAt@gFX_CnAyHJ}@Bm@Gy@Mi@_@}@_AaB[oAD}@B[HWXi@Za@\\Of@Ep@A`AKf@A|AQr@e@Z{@BYAu@Gs@DYRk@`@Y`AMb@]N_@Vy@^cBL_@NYdCeC~@qALSlAmDj@gAXUl@WXQRUDKNs@BqBJm@Zk@f@g@RYLa@TeAvBiERi@Dm@EYIMq@y@EO?g@FOv@a@RWHa@LgATi@NQx@m@jCyBx@}@p@iAl@qA~@_DTg@r@_AXiAI_AQc@KO[[{@u@Wy@A_ACSMe@_@q@Iy@@k@Qw@MMoDcC_@o@Di@d@m@N[H]FcA@oDC_@Qo@}AgDEOGw@Bi@Nq@|AkDJc@BW?m@Q}@@_@DOTg@F[?i@MuB?uALqARw@pAcBPu@FuCTq@`@Q~@O`@]LUJ[j@sC\\qAb@}@vCaERg@~@kEHq@?u@Cg@Bg@JWPQd@[f@U|@i@FGP_@j@gCXo@Z_@XaA?{A`@sAFKb@i@x@i@^]nAgBZkAC_EBOr@aATCj@@p@_@HMP[^}AF_@l@yApAmBLaBNg@d@SX{@?u@b@s@j@Sj@@rAKNCrAk@~ASv@Fp@j@^NXBd@GVKr@a@j@Kb@Hp@XTHV?`AIf@Z`@Jb@C`@@\\P`@^TBp@G`A?l@OTQZa@z@WZAd@e@@eAKsAJ}@`@[XM\\u@FeAEsAL{@f@Qd@Cv@VHHx@NJALChBy@n@m@By@[q@i@m@Q_AFa@nA_ENm@Tm@d@i@f@Hd@Vv@A`@YXM`AKdAGt@Pb@`@`@Vx@v@`@Nf@Mb@]~@@n@b@d@h@r@Jj@SdCOjDr@d@I`AuAxAs@v@OhAFv@Ah@K~@L^Lj@Dz@Mr@a@T]rAeCl@Kh@Dr@KjADz@QZUp@gA\\mALqA@sBNy@Ra@vAaB\\q@DSLeAR}@FSVc@x@q@`@ItACj@W\\s@DSP{Ad@}AXsA`@oA`AmAf@Yr@]r@Mn@Cd@I|AYfAe@xA_A~@iAnCmBb@GX@JB`@PrAv@VHf@Cz@Uh@Ab@K^YH[Bo@VoAfAqDPWPGX@ZXZF`@Av@U`Aa@jAWj@U`@_@NWPi@Fi@Zo@v@eAf@Yn@Kj@CTE^OfCa@h@QrAm@zD_AvA}@j@KvAE~@I`@IfAi@z@_@nB]`@Qj@Kj@Sv@i@d@a@RInBqA|@s@j@y@l@cAb@g@t@e@nAa@b@YnBaDf@i@f@g@bBqAnB}@TOb@i@fA{APSv@a@fAw@|A_@|@OfBy@`@K`@SLU@_@EmAPc@Z_@TSvBm@nBeAf@g@l@{@lAyAjAuB\\[j@a@d@}@DMJoADkB\\eAPWdAcArAo@VQ^c@vA{CRiAHk@Nq@L]r@qA|AeBhAs@hBs@\\_@L]ZaBl@eATy@Zo@PWROVMr@Ql@q@`@mBv@iBXa@j@_@j@e@p@MdBb@tB^r@DZ?ZAh@K^a@FOZgBJ]|@oA\\[VK|A[vA}@|CcC^a@b@y@vAiB|@}A`A}@`BeApAgAd@s@fAq@h@KZAZFp@TnA@~@Or@G~@LzA\\LD~@PXG`Bw@hAy@nAkAfAq@hAm@h@Ij@JpCrA\\Hj@@`AS\\[t@YZIb@Az@LnAEr@DR?p@Ql@MhADj@Rn@Bj@_@l@w@v@a@~@CnBPb@?h@_@n@oA^o@tAeBfB{Ad@UZIbD{@nB_@bAOd@WVQ~@iAf@UdAGhAJl@A|E}AtBsAXMtBaAnA_@`BUt@Jp@`@v@RjAAr@c@Xm@La@FMHIZ?RZf@hBRd@b@j@b@TJ?fASV@TLf@f@h@`@JDp@HRHz@r@XFXCVQHKt@gApAw@|@YNGPU|@uA~@i@^W|@e@TSVQLOJYJMNKRCv@}@t@MvAi@r@?XBXA`@S@MIMG?KB?A,715786
160.6,289.7,12.9,10.4,6.5,2.3,790.1,3,y}obFr}jiVaAk@i@MwBImAKaAUa@[]c@QOwAw@uBa@qDAk@Wa@e@Ua@S{AQYg@BOVGhASr@[b@]@i@Q}@o@i@Oc@Uk@CYFa@Bm@EUSK_@F[XU`@@b@Tl@PXAh@I\\YLQRu@G{@]i@q@Qq@@YDk@?e@K[]a@Wq@Uu@]i@e@]]Ue@sAi@aAq@_Ai@eAc@u@g@s@_@{@o@a@]KMSg@K{@Gs@EWg@w@o@U_CK{@T_Af@q@b@o@F]C}@Ye@Eo@Ta@j@iDhHe@x@m@h@e@@[OQSIUKq@c@iDQu@Yq@a@][O{@Ca@NY^]v@u@tBa@v@g@NGAWUOe@AYN_AFcAF[R_BXwC@_AEyAMs@IQc@e@c@MkAMe@B{@TWLc@Fg@@e@IUMq@Uc@Gq@A,726454
169.7,304.5,12.4,15.4,4.5,3.2,760.5,3,kl|bFrs{eVFqAFc@b@mAd@u@fCgCd@{@Pw@\\kCLq@Ni@Zy@jAaCLw@BgAD]l@cBd@y@`@a@TM~@[x@]XYl@}Av@{AL[Hs@B_B@IHQZMF@z@ZL?LCrAeA^i@FMJa@J{ARy@h@qAP]TYVSXg@XyBXiAr@}DN_@bAkAl@eAH_@@OCWGOc@]_@i@Qe@IKIIu@[IKu@iBCOC[@ILWJI~@Sl@Wz@U^URUBYAMg@u@G]BWHK^c@^}An@kA@QGQQ[Mw@Hg@FCr@`@`@EXMDHBr@FZVz@Xf@XVLBNAb@STUdA[`@}AHMLm@JEN@F@DHJDRA^HNCHKNc@a@eAWaACO?a@JYVC~@PP@TGPs@@qBLo@P[Ds@Ae@@e@O_@BOHSHKTEXKHCDKZeAB_@Ja@HMLIRNVh@J`@Zp@Jb@VVNFL@NCJGLMRYDMDc@?_@GOKKYOOa@^sABa@Mo@QKUC]AWKQYMg@G_@Jy@Xk@BOCk@U_AU[OGOA_@J{@f@]JS@OESMY_@_@{@EQ?QDiAC]GMUU[IU?e@JG?W[Gq@I[Wm@CMAQTq@XeAFg@DqATy@BUHS^g@\\WJCNLD^AjAFTRT^BTCZI^]L_@?SQ_CD_@Na@\\k@h@Ub@@ZQFc@DqBFc@JGRC`AAb@YJWHYDg@Ak@WaD,727757
163.4,270.3,35.3,10.5,5.8,6.2,1886.0,3,sp|`FncuhVKcAB}AAs@Ga@a@yAk@yA[c@Wc@Mk@m@_D]_E]}B[mAi@}@iAeBu@y@k@e@KGw@O_AGoC_@mDIkBSq@Ks@SuDqA}Cm@}Dc@oB[e@S}A{@m@_@e@a@q@mAkA_CiAoBy@s@SKeAUaDc@qAI_AKYMg@a@Yc@M_@S{@Gk@CmBMmAWiA_@o@m@]uAi@k@o@i@uAEe@Ki@}@eBcA_C]aAsBuDy@}BaBkDiAoCwAsBe@e@S_@gBoAaBcA{By@}@Q_BSwBEsNBgAG}Ao@}@y@aAuAkAaAMEw@K_BBcAAw@Qm@QwA_Am@USCm@TwA|AuArA}AnAaJ~GeAr@w@^q@TuDF}CE}@X_BzAkAj@y@P]DwA@sAG_Fm@qAScAW{HyC_Ag@iAg@_By@cBq@o@[gBgA[Ow@g@kDcCi@k@y@i@u@m@}@s@c@e@eCqBk@_@yBcA][_BkCmAeAo@u@OW[eA_@uCa@{Ag@_A_A_A{@w@e@k@Sa@iDqLa@{@g@a@e@Ok@GY@mB\\eCXmA`@}@d@}B~A{DzCaDnC_@NyAFoAY}@W}Bc@kBi@eE}@c@QyA]gHaBcAY}@Qi@Gs@Ls@j@a@Ny@E[]MYSo@Mq@c@oAc@e@SIgA?sBh@u@K_@i@Wi@[kAEWAWNg@z@a@x@QpBYz@Uv@s@|@_BhAwCj@}AT{AAuAIi@c@iAk@cAUgABo@f@kBf@wA,732511
151.7,249.4,41.4,13.2,3.3,9.1,1806.7,1,atraFjakhVH}DIsCGa@_@yAEs@C}Bd@uEb@}FBiAKiAo@_Co@sDq@{EW}AaAeCmCyDu@qA}@sAqEkH}@uBgAuC[yB?s@RyB`@eBLuBCyBUkBg@{By@mBeAsB_@i@{@w@wAi@yA]WMqCgCo@]oA]{Bw@g@[{@iA[gAI{@UwLSsCSs@cAqBkBqBqAo@{AYgBy@_C{AcA}A]_BWcFg@cBGKo@s@eAa@u@GiBBqA]MKgAsAw@uAc@y@_@_Ao@eCM[gAeA_A]g@Eg@BsAf@u@d@e@LgABgD{@cA_@o@a@{@{@uA}@o@s@s@wAcA_Bm@mAs@aAuAeAs@cAYo@}AqFs@eAi@[]Mm@MwADuCp@_BVkBGmAa@w@[iE_CWIgAI_ALo@T{@Lc@EaASm@AQBw@VsA|@uBdAmA\\w@FsAWKGo@i@_@g@i@sAGe@CgBj@aD@uASuAq@uAu@o@qAuAy@oBU[w@i@o@SkA{@uCoE[q@Oe@S}BIa@i@wAa@[e@O_AI}ALsATi@DoBh@qARg@PkAR}AJ_@Gc@Ye@eA[mAQaAIy@CeAAi@FwBAiGHaAT{@LUPaAGo@Q_@c@W[A_@Ha@X}BtEKj@aAxHUtA]`@e@Jg@Iy@YkAWc@i@Iw@SeAy@eBK}AKi@U]s@s@MGo@Iw@Dg@MUg@Gw@TiCLy@|@sCHu@UsB?kBGaDQe@o@O]FkAbAq@V_@Hc@T[Zi@^e@?SM{@qA_@q@Gg@?e@Fg@`AsC^sAD_ASYa@KoAKME_@_@_@m@Qo@Dq@Tc@d@Sv@IpA@pA\\b@O\\]f@_A`@}@l@aBV_@nA{@|@w@x@Or@a@RSN_@jAiA\\u@Ck@GKs@_CMSWYM]Ae@Nm@JO`@Yf@SzCy@b@A`@D`@JpAb@`@EVOVi@Po@Jq@HuA?QGm@Mg@CyA@k@NcB`@wAHe@Fy@Bm@Ck@c@oAEY_@[YMQg@EYEKPYLCf@Nv@pBPZJVh@jCZ^v@Rf@Qd@}@^cAd@WLA|@UXo@Bu@CMW{@OaAJu@`@_@FCbAHt@L`@Bb@If@[No@Bg@?aASmAU[_@a@Wu@QaB_@sAMW[cA@k@Ze@VOp@Up@q@Zg@Xq@Vy@Fe@@WIs@GWkAsCGe@A[DcA^wADk@Eu@EYa@_Ag@w@mAgAUm@EWHu@l@qAJkABuA\\wB^eBH}BEq@H}Ab@_CBoAAy@FiBYgBEy@NaB?WOiA@w@P}AZiBZ{@^k@bBuBt@eAN_@Lw@CqAAQgAgFGqBAmDA],732534
144.9,183.1,33.3,16.3,1.1,9.1,567.6,2,}w|dFffidVz@rAl@v@rOtTx@hA`BpBjApAxAvAvLpKtAtAhAnA`@l@lAvBtBbFlB|Ef@dAx@~AbAvAp@x@tAvArFlFfA~AR\\`A|Bh@rBlD~QZrA`@tA`BtEPh@X~ANfCCxBM|AgAfGWfBMzA?t@DbAFn@ZjBJ\\f@nAh@z@b@h@^\\n@`@h@Vh@Rl@H\\Bj@CrCy@XElBG`AFXFb@R`@Xf@h@lAzAvAzA|AhA`Bx@vI`DjBx@~Bz@fBj@t@PxBVjh@zAt@Hf@JrAn@fBjAjA~@xA`Az@b@d@NnEfA`Aj@^\\\\`@f@x@Rf@rD|LZzAb@fCTrBF`AXrLP~B\\bCX`BvApGdMnj@nA~FN~@R`BPtB\\|Gz@xNtAjXNbEF|ENjUCbBGbAS|B{CjUi@`E[|AKd@]fAsF`N_AzCgBhHcBjHqGnVi@jCa@lC}AhLQjCChB@dIAhESjMMhCOhA]fBiBpHYbCg@lHk@vKi@jIKbAuDvUu@~CgAvDU`AUjAMvA?lBJx@d@hBhBnGTdAV~AR`BJdBDbBAbCIhBIfA]vCeAvGQtAMbDIhEwB~SSxA]xA]`A}@`Bk@`CeA~Fa@tAe@|@m@x@,733251
149.6,129.6,28.7,15.5,0.30000000000000004,7.4,244.8,2,cj}fFlvsfVAXgDhF_ApBo@jBc@rBSxBE|BPpC`@xBf@~A~@nB\\z@H^FbA?NKtAq@bGuAjLiAfJYpBS`AGLm@h@}Ar@{A\\cBL}A^y@`@[RgAfAm@`AQd@g@`B}A|JSdCCx@?pALtBnAvJL|BIzBiAlIOnBAfBFtAdBdKHr@Bp@C~AIz@cAjGcAtHuBjN[bCIfCDdCRrE@bBKfBYtBqFj^gAvHGVuE|ZmA~IqCbRg@rCGN_@j@wArAa@f@Yt@Ox@cBjLOx@c@xCmB~L}AnK]dCCzAJvATlAdAfEh@fCfA`HT`APp@Zz@f@jA|AtChD~Fl@nAZpAPtABfBMdBSrAiD|TaA~GmFnl@MlBK|BGdFLjMXrPAlCVfs@A~AQbDw@|Js@rHWfDQ`BOt@e@zAqBtEy@jCi@zBe@lCYjCwArPw@zGaDtZKzBM|E[T,737378
155.8,231.1,17.8,17.1,1.0,5.1,525.6,2,exveFhavhVoAuAu@c@WI]?]FYLi@^SHi@j@WNE?O?OEUUIMOg@OQEEUEMHMP_@tAOXO?EOBW\\}@RsA`@mBd@oAN{@FaAAe@OaAOe@]g@[MiAIa@?a@S]K[Ek@Y[WuAOWMe@Eg@DU?i@Lc@Fk@N_@Z_@P_@`@w@\\a@JqAQSGq@CW@u@PO?MCS@c@Ra@VoCjDcAhA}@xAo@nAUl@y@fCu@lCeA~Am@b@_@D_@LoBCq@Nc@Tm@p@g@~@Qt@MlAMn@WbAWn@_@l@kBjAu@xAQPKTO`AJh@VPFHZIx@k@PANBT^If@LZ?POr@e@N_ANSLc@|@ERE|@Hn@Vf@Z`@fAn@f@r@@n@GVc@`A_AdBMRQJm@Ma@a@e@}AMQq@Ym@So@KWKWE_Be@[Ao@@_@Li@FS?YG_AW_BYQAoBHYCg@QUEUDQLeArAYPwAR_ABQD{@h@YV[z@TnAAVQh@KFIL_ALg@LU@SC[_@Wm@i@}CKSaBAo@Mo@?eAPU?WEi@_@k@Dq@z@c@XOD}@iBA_AZ_A?}@a@]i@}A]k@c@c@QMkAB_BNwBv@}@Da@Lo@j@SHi@ASEq@?k@WGUKs@AiBGs@Yi@m@u@s@Y]Tc@v@]Hw@Gc@`@Qz@i@z@WVOrA@pAGPi@z@g@tALjBUv@FvAP~@Dl@Kf@Y^[ZKPi@~BM`BGTW\\]RaApBiAhAe@jAObAAnAs@p@[JYtAQvB[xAGd@OtBWlBs@rCO|AGTIR_@Vo@JgArAa@TQDOCY]S{@a@e@_@I_BH[SUa@GSIi@M{AGuBEm@H{A_@qAc@BMDYTa@`@y@nCSb@ONUJI@U@u@Ea@B_AC_AF_@Hk@VONU\\c@f@OJs@r@u@`AmAnA_@z@IvA@z@Gp@SrA,741048
153.2,285.6,4.7,25.7,-0.1,2.0,39.4,0,gcydFvsmfVoA|E}G`VmAlEY`CEzHA|WG~C[rBu@|BuDbHmAzAmA|@eAh@_BtAkFhH}BnBeBnB}G`KcA|Bs@hCo@dD_DlLwArEaBfEk@zBQbCDdCZpEDjA,748695
