average_hr,average_watts,moving_time,average_speed,average_grade,distance,total_elevation_gain,labels,polyline,id
145.2,188.0,38.6,12.9,0.0,7.7,1505.0,1,qv`bFltpgVV[Pc@DSDo@Am@Ki@}@u@OWKk@?]BWh@iAR[z@cAHG`@Mh@CJEx@k@`@g@r@{AFQBo@Gk@KWm@y@[Wa@m@Yo@_@k@eBy@w@u@m@sAYkAZeAv@Qv@J`AVDFf@FFDZJ\\RRD~A]LHFRDv@HVh@fAPRVPx@VbAxAHTJdBJRJNPLx@^\\\\HPV^Td@RjANT\\L`BBZGXa@r@Oh@AXk@@w@Di@ZE^r@Tx@~@rAR`@b@ZP\\XFd@@`@LZTXZ|@r@p@t@p@l@RJ^Lr@Fz@Ot@EZFv@j@~@j@^d@TLdALZEH@XEt@Q~@Mz@NVH^Ar@@l@Ch@QZ[t@aAREp@@n@LN?NCx@_@x@{@nA}@j@Qb@QNOHYGg@Y}@Em@HgAHWBa@n@eA^[Lg@@q@Fi@Le@Ce@Ck@a@gACw@Mm@[[_ANq@IyAo@c@Ya@qAIq@@o@@o@Ls@Zk@`@k@f@Kx@Hd@h@Cl@_@p@Ob@BTNPj@TNJTZl@FbBf@d@\\l@l@z@b@Zt@F`ALVNTJXFVFnAFl@UtBKn@EpAa@nBC\\@XFVNZRTVRp@C^@dAG~BDvBF`BXbBRfAFp@Ax@Ml@U^W`A]f@MhAk@d@Sh@M`@Ur@?f@OfAc@b@@`B\\^@NNp@Cd@XRDh@@h@Hh@Al@EdBa@`@UTUf@WZW\\a@h@Qf@[f@e@Rs@@m@K]UyAFkAH_@LiA@e@N]F[T_@l@i@\\e@|@OdAA|@`@nA^dARnCJp@Nn@Gb@Qb@Mb@@^b@NHl@tADZ?Vc@t@C^MZMT[\\EJGXi@^GB]`@ID]\\]Ri@Bm@N]Io@YMMKOUQu@Ig@@I@IFUr@?l@F^`@f@V@TMNC`@@JALDNNPFb@DXN\\CHEh@Ad@HRAFX?d@ERU`@[x@q@nAk@Fa@VeAbA{@nAi@fAg@v@qAzA]r@[nAq@JaA_@kAQgABw@ZmAUy@e@w@PaAdAy@jAgAx@cAJuAB_ARu@Zo@`@e@b@i@T_Af@SX[FYHUG}@To@Ai@KUKSE_A?[K]UqAYWBg@?y@Dk@HWNY`@IRGp@@NZ|@Bj@ClBLHBFOZETE`A@NRxAPbC?XIn@MR[Z]VWHW@qAc@iAm@m@a@iDcByBmAcAa@gAi@gAc@iAi@yCw@mAWiAGkCDiBFo@J_@@SBe@Ri@b@wAx@sARe@h@Qn@a@Re@A]c@a@Ii@B[V]RUJ_@V}@z@g@n@]h@o@`@]`@c@Ze@@g@DqAAk@@m@EoAQe@Q_@I_@?]L_@B[Ik@]q@YeCW_@Qm@CmBY_@@i@M}@AOGIMSi@CcAKy@Qs@Ug@k@Uk@_@s@O_@A_@Ru@TmB`B_ACc@MYy@Ye@iA}BSi@Ok@Gm@@y@WkD@s@Fs@Rq@\\c@`@Yl@KhAe@,2851285
148.5,241.1,7.1,19.2,1.0,2.2,143.7,2,eecfF|fdkVeAbBi@vA{BlFIL[N[FsBKe@?m@Fy@ReAVy@ZeBxAkAp@[L{AZmBf@mAJy@BoAMQGc@Ye@u@[Y]Oa@@[H]?[CkAsA{@k@OEo@i@o@iAoCqF_AeBcAyAi@g@]Y}@i@u@s@W[kAcAkAe@}BK{@Ug@Ua@_@kBmCQ[M]Gc@GoFEi@q@aDsA{Dy@}Aw@eA_BiBS]Ym@OsACkAEg@c@gAa@q@mAqA_AaBUg@oB}B}@a@u@EsAL}ABg@EUMIIQa@Ss@GKe@Yu@EuAAs@@SDe@Xg@z@O^a@r@gAlAm@~@YrAs@dCU~A,2863859
150.9,286.8,7.9,27.9,-1.0,3.7,0.0,0,kj_gFpenkVOHU^qHzNqAlCeAlC_AhDw@hE]|CQzCEpDH`EhDre@PpDJxEzApvADtGNbL?|DOpE[|Ck@rDgAtFcAzFi@lEgArKcB~Q_@dEIrADxC\\zCxC~Td@hEZpDj@lIDfD?~MDvJHrDJlBZtBvA~DDOa@oA,2891729
145.1,243.8,5.6,30.4,-3.1,2.9,85.1,0,svebFtgehVs@N_ANs@Bo@JyCYuA?{A^kAn@cAp@cA`Aw@jAcBbEy@~A}BbEaDpHs@vAq@jAk@hAYz@U|@a@lBSvAYxC?`@Mz@IxBIhASjAk@fAq@`A{@dA_Ax@oA^gAJoAAaDi@aDq@}AQ}AB{AP{AV}CjBeAv@yCxCwBdCy@x@w@p@gBnB}CtCyAbBu@n@yB~AuBrAeQjJiAt@iA`AaClCwDxEy@z@eBhCcBzB{AbB}@r@s@`@kAZmAPgAJmA\\gATiAv@}@hAg@hAa@|Ay@dBcCjD,2942301
138.7,122.9,5.3,18.8,-0.9,1.7,0.0,2,mhleF|rwdVaMGoYBm@KgADmPBuM?qPBkMEcRBuNAwCPcA@,2957985
143.0,172.6,22.5,12.4,1.8,4.7,573.5,2,_ozgFrojmVj@Ej@IbDmANC~AGrA_@VMf@MdA_@rCy@zDoAr@Q|Ho@pFi@`BUzD[hDYtF_@~@M`BMl@CxFc@vDU`D_@|A]hBm@dBy@bBo@hB[z@CpEB|APJD|@h@hAlAxC`EtBxC|@fAr@f@h@Rj@D`@AvAOr@Qd@c@JO|@cBz@q@RI~@MxBOdB@bBGp@KlAa@bA{@rA_Bh@u@bCoDv@wAt@{Bt@kBh@eA~@aCPy@Hm@XqDPu@Rc@|@oAh@g@zEmFbCsCdDiD`AkA`AkBHWDY@YEc@Sk@aDkF_AgBq@wA[kAe@iDGy@IcBSgCWwDEuB?uEIsIKsBS_CAqAVwE@mAKgA{AaMY{@]c@}@cAkAgBqAoAmA{@e@a@gAgAq@w@e@}@Qk@Gs@@s@F_AReFEq@KcA?g@WgBS_AEc@FoAH{@\\mIJ_ADaBRsCDeBLwADKXy@Vk@^c@LE|DIpC?bBIbBS,2967869
143.4,185.2,11.6,16.6,0.8,3.2,241.6,2,ohdfFlg}eV`Kt^t@|BnDvJh@pAb@xAJn@LtA`@jJCrAOrAUvA]vASrACh@AfCLtWBr@Fp@Jt@Lt@~@zCdBvEf@hBLr@Fr@Dr@?t@InBq@dFShBU|C]vCq@vG{@zGMh@g@zEQhAUh@[l@aA|Cu@nC}@~AgB`CoAlC_@r@y@fAkChCe@t@O^[vAKl@St@Mv@OnDWnBWr@Yn@}@~Aa@l@}@dB}@`BoAfC]l@eBjB]d@u@zAOh@E^{@nDiAbEgAnFe@zA_@~ASl@c@~A_@fCc@hBEb@YdAq@|AM`@Q\\e@jBQ\\[`AWZ]ZWb@u@|@,2993429
146.0,237.7,10.3,18.2,1.3,3.1,301.6,2,a}sgFfhjkVmAvE]xAKp@q@|B[xAm@bCu@hCi@|Aa@`BsBdMQpAEh@_@zBmBvHcFzQm@~Bc@xB[fBCfBDr@Hv@Jl@Rp@nGdR^vATzAVdC`@rCd@hELfFPxKFjATdAL`@P^zBfDf@~@ZR~@jAFh@XPZJ\\B^C\\DbA^v@pAVj@Ph@Ll@Fj@@t@Gz@{@zG{CnQGn@@f@Lj@fEnJnDtHbDxHPl@Jh@Dh@GxAOxAy@pFm@dC]~@_@fBi@hB?h@cAnF]T}@dFE^C`AHdFGhF,3005289
159.6,265.5,14.5,15.4,3.1,3.7,626.6,3,ubfeFp{tjVj@?r@MxACtAUdAC~@WP@^MzAcA~@w@p@g@h@g@rAaAl@Yr@Ql@ItCQhDE|AKV@p@IZAb@Gb@@|AC~BUj@AlCB|@DxCTt@D|BRn@BjELnA?bBGfAUhAe@bEwArAg@lA[xASj@OnGmCzE{BdA]nBu@tAa@zCq@tCOf@?zDUvBGzGCt@C|@GdBUv@OhBi@t@]j@[~CyBf@e@zAkBn@m@fB}BfByBjAcBr@s@\\WzAaAb@Qv@e@f@Uj@UpCu@tAS|@GbCB|@FhANtALn@NzBZnJlApHbAvAJpA@nC?~@Ch@BfAIn@Mr@Aj@QfASzCeA~Aw@XKbAk@tAi@b@UXSbCiAvAi@fCoAfAa@x@WnAc@f@a@fBeA|@o@|@u@fAkA,3099879
146.2,182.6,6.5,18.8,0.2,2.0,41.4,2,q|xfFtk}gVtAVnEp@hB\\nBVrBHzD`AlATdBPdBDdBI~EOvFMvA?|@RjAh@`APnAp@jAlA~AjAzAj@bBTt@A`AW|AOdA?l@BjAGdAWtAa@|B}@fHuCxEkBfAu@fAm@rF{BlA_@~AG\\GvAK~ARrElA`KxCjFdBtCt@jBHrBG|@M,3125471
140.3,150.3,12.9,12.8,1.2,2.7,204.7,2,q|beFjrpfVsAAaEB_A?MCmAD{ECmDHgDA{ADuAN_Dn@q@J]?_AAeCYi@Cg@D{AXK?cAKwAg@}@OaBKaCEa@CgABm@FoD|@}@?kFWoFQ_AC_A@_@H]Le@^kBfBIDeA`@kAFgDJi@EiAYq@AM@a@RKH]r@Eb@@dDGv@M^a@`@YPaDvAqAr@c@f@c@`A{@|AaAz@mJrHm@r@w@|A{@zBe@fBe@fCwDdK[p@c@j@yCxBWt@OnAKNMHo@P}Ah@uAr@kE|@]NaCrA]L_@AgB[y@A]Fw@ZeAXeBTm@DaBK,3278398
148.0,224.8,17.5,13.8,1.4,4.1,0.0,2,oqdcFnmajVAKGO@ICAEWIIAIS]OSCAGEQ[?MIQKAQDUCs@q@KQm@g@_@k@SSc@[sAk@i@_@SWk@_@m@UYGs@IaAc@m@Bc@G{Aa@MAW@]AUIWU_@Oq@AUEUYM]EU?iACOEQUa@cB_Au@o@o@Y_@I{@G[I_@c@a@eAWc@oA{@gA}@oAa@[So@q@SGe@Ds@PWB_@Ee@UM@e@^MBOAKKQe@ScAIS_@a@eA_AKSa@iAUa@EUC[FW\\[VH\\XR\\JVTVJFJBhAH|@@n@Xn@RLEFGZw@PETH^b@^LXAPK\\q@\\g@FS?IESO[[eAEa@TmB@iAC[MeAOg@[cBOwACgA@u@RoAI{BD_@DMHGP@^p@XbALX^`@b@FNKNWh@iEFSPSFCH?HJPd@R\\RFNGBEVaALyBCYDWDqAB[@YJ_AHc@JW|@y@X[Hg@@cAAk@Gs@GQ]_@UQKMa@q@OOa@UMMISQ}@F[~@oALYDy@C[IUm@y@MUG[Cq@Q_@QIg@CcBFoANm@Bo@GMCi@_@MMuBcEgCuEaKcQeBwA_DoBOOc@QsA}@g@Q{@a@oCiBUSKMm@oASUKGq@u@_AcC_@i@QSg@]M?[HS@CCMg@A]M[Ie@AQJURIZSPQ^e@VS`@S`@K~AQ`@Oj@_@|@QPKtBgB`@Y^[PITArARdBDj@Hf@Nb@Fj@CHCFI?a@MW[[EMS{@i@q@K[QW[kAMSg@eAMe@UYk@e@]S_@a@w@q@OWBSKSCA@K,3278866
156.2,478.9,5.7,35.0,-1.0,3.3,100.4,0,a~feF`yseVQ?QE{@a@y@W{DKy@GcI}@cAOo@OiC}@gB}@YUs@o@{EgGiAeA_BeA{IeFwB}@}A]sBOeJKoBD}AAm@E]G{Ae@u@e@yAkAoAkAw@w@oCoDe@w@a@{@So@Qs@_@oBi@wB{E}KeA{BqB}EmBgE{@mAOQe@a@gBkAg@a@s@_A_AwB[sAUyAG}@G}AHwKP{AH]\\u@`@s@fA}A`@q@|@uBn@{B\\}ANaAb@aGbB}FN}@FaA@a@EeAeB}PQiDEiBAuFBmNMsCWaC]{BO{ACs@LeIGaF,3325654
160.2,259.2,7.3,19.3,0.9,2.4,202.8,0,_aweF~~ojVHCND\\h@XTl@Hp@RrA|@TDZ?f@M`@i@Pu@LOb@K\\Sv@@fAHvCA|@DhB@bCVhA?l@IPKb@c@r@gAb@Br@EdAQl@GFFKtAC~@Hb@RX\\PdC|@l@Pb@ZdAR\\HPH|BjCPLJD\\Ht@Gv@YXSNQrB{Cd@g@t@y@v@k@l@WPUJu@@e@Em@c@cB}AeDKi@?UF_CCk@U}@Wc@_@aAWwCGWGUw@eBIUEUAYFo@Ve@x@iABa@?QI_@MYo@{@K[i@iCQk@EM]c@_A_AYk@EQIiAJaBNw@~@aAdDcCJOV_AT}AHcALi@LO`@ShBo@`CsBv@}@fAoBHiA?cBDWl@mB`@}@NMf@G~ALdABl@K|@[XEL@TRt@hC,3326972
163.2,273.5,32.4,9.9,6.7,5.4,2193.1,3,{tmcF~~hiV@PQ`C@\\ZvA?RFTBRBF?LLj@AL`@bD`@jBHj@Dp@NlAARIh@Od@]p@IHKFs@V_At@g@H}@b@OXa@h@k@\\c@LOJILMn@@z@Ft@DVTr@?JENIDSAg@KO@EB_@z@YhAUh@WjACR?LDL\\r@BNMh@Dl@AZCPITIL_@^GJAP@THZVj@\\h@ZfAZ`@^v@~@x@Z^n@jAN\\NRZXZNp@HN?x@LfAn@x@\\XXHN@RCNGJIDa@DoAXM?s@SK?y@Ta@\\KDaAV]X_@JQPKXIp@ITMPi@ZYHY@MKc@cAQi@S[[Qg@I_ABoAIS^a@TaAr@WHg@VuABQAWBOJyAbBW`@k@n@_Az@g@t@Sh@m@dCEd@BLLLPCZo@VUPI^Ix@c@j@Ob@]rAa@j@KNBP?j@INEp@_@XGXCLBPNl@LL?LCTHRNZNNNFLDPB^JZd@f@JRTPNRJFP@NANKTWjAY^AhAJl@Gl@EvAVRAPETCB@GAACSFgAC]FMF}@|@_@J]AMFGHGT?f@L~@Db@Rz@LtAG?EGSg@KGo@EMBEFCJ?`@Gl@o@`BSz@ALBZAN_@h@e@ZMPGh@Fn@Zp@LJNFVFTATW^q@NKF?LF^Xn@z@DLNXX\\TP^L^X`@?LD~@IDCFIHC`AGZIJGnAQzAm@v@WNAHDXV\\PDKHa@LQHCRBb@VJBH?JGNc@HMDCLGLD`@V\\Nb@f@FBPAd@JNFFTCHO?g@Og@Do@Tg@j@OLo@Fq@XQTYl@SPk@ZIJOb@UXCPRp@?TGF[@WFEN?t@XdBJ`@NR^X^l@v@|@FNDz@AVGJ_@ZIN?TJJRD^Qh@e@L?TJLXF`@?|@Bj@D\\BNJJ\\`AX`@RLd@`@R`@x@r@ZRd@h@h@XJPDp@Mt@A^LrAH^Dd@VtAF\\@f@H\\Cb@Hh@?RCLD`AI`B?d@HzA?tADj@^hBDj@NTLb@d@jB@^Cd@HH@V`@x@FTd@p@d@~@DTLXPp@BNAt@N`A@p@Cf@J|DEXM^Mn@Gh@?p@BTV\\Xv@H^b@r@~@p@r@H\\HlA]NA\\@LA~@]dAK^KvAITGlACv@Ml@Dj@InADjA\\^N~@NjA@n@Qr@g@FI`@Qp@aAFo@@YN{ATkA^c@^o@Pi@p@yAXg@^kA~@eC,3331372
165.6,301.5,10.7,15.2,4.0,2.7,834.7,3,ehkfFhyckVaB?SFa@ZMPy@|Dg@dAYlA[TcAX[Zg@dAWXQZ?RWrAs@~@Sv@_A`Ao@`@oAnBYX]T_@Pa@DoAFsACk@PqAn@KHIL?R`AbAR\\vAp@|@jBPJp@\\~Af@vBdAb@@rAKPBPHJJHPDRLlAShBDl@`@Vv@RdC`@lAARBPHJNLdAER[t@Gj@?RJRrANl@\\`@x@n@fAf@t@l@n@Nh@DVDD@XG|@Al@YhBk@|AEVC|AG`@Wh@a@b@_@h@_@Za@f@[jAa@`A@RDH\\DZ?FDPf@AXG\\QXIBUDu@F_@R{@bAu@h@K?OLyBtBu@j@a@Rm@n@CHKh@?HBRRJTBZ?~@IR?p@Q\\E\\Q\\Ip@YREr@GZHLPBJCb@IREHe@Rk@`@GDEPT^p@HZNT^r@nFH`@d@hBVjCFXJVRPRHd@@d@FZPdBrAhBp@ZHPBRC|@FRPl@tALTNJl@PR?HCr@JR?HCJ@\\CXHh@f@NFPDX?NBXTL@XRj@p@~@n@,3357587
153.5,273.0,9.6,21.5,1.0,3.4,195.3,0,gl{dFn}~eVbSEd@BrB[l@Q|@a@p@c@`A_Az@qAvEmIdPeZ\\g@`@e@d@_@jAq@hHgDfBcAbAs@zGoFbAs@tA{@TK~Ak@nDuAXS~DiDt@g@zIuC^SlGaEnC}ArAaA~@u@xAeBfHsFhAo@|CsAtDgCjIoGh@[xAk@j@@\\e@d@Od@Y|EeDl@k@T[bDwE^]d@YbCsA\\UxBoB`BaA`Aq@t@y@rAkB~@aAx@w@zB}A|@g@`EcCfAm@h@SXIbCCf@CpAQlD_ApK{C,3374339
150.4,326.7,4.3,23.3,0.7000000000000001,1.7,95.8,0,whxfFlepjVEOq@wAu@w@sBoAc@Sg@My@EuCJSA{@SQIeCoAm@_@}HmGeByAIOo@yAuAwDyAuDg@{AqCiKYu@{@iAYYcEcDaA}@YYcA{Ae@{AqC}TWcBUy@yAoD}C}G[g@a@a@SQa@Ou@SeAC}BRo@BsAKuB]gBEEDFJb@?b@F,3391986
141.5,203.2,13.7,19.5,-0.7000000000000001,4.4,307.1,2,eklaFzynhVMLo@b@e@VuAEwEESP}AdCc@\\i@Ns@Eq@QkAe@UUWOOUuByA_Bu@uBgAkDoBsA_@q@Ou@?iAb@QJwAp@aAt@kAb@w@r@iBl@}B|Bo@d@]l@g@d@QJMDY?MB]d@IVEd@_@lAg@`CQ\\Kl@@LDFDRi@p@i@d@SZi@d@GNc@f@OLYLIXWZWl@]Z[b@Kf@Yn@i@`BqAzCiAnAu@r@w@X[RWXcAt@Sn@[H_@Zm@z@{@dBOb@[j@YZMFKTSx@Sn@e@t@y@t@yB~Bq@f@_B|@mBvAa@j@c@ZiAf@iAz@oBhAaC`BeAn@sHhFoCpBe@ZwAd@m@D_BEq@@o@Nk@^oAnAaApAgAlAo@jAg@v@Wv@Kh@Sj@g@n@c@nAKLwAp@kAv@y@b@o@V[Pe@Fo@b@c@j@u@b@m@f@q@vAiAnBMd@S^q@`Ak@p@_@V}@bAqDlDm@f@uApAw@d@qD|As@b@_@^i@x@Ud@MNkA`Ag@l@_A|@yDhDcBv@UPy@b@mBj@w@NcCp@gAf@u@Nq@Zc@h@SxANfATbARxBRvAh@`BFjAEfCDnAYxCUZq@V{@Rm@\\o@j@]|@Sz@O`A@`@Q|EK~@FxB`@bBJjBE\\Wz@Y\\i@TgA^k@pB,3413196
155.0,248.4,19.4,13.3,3.2,4.3,994.7,3,g{bfF`yckVaAzBwDjFwBfDe@z@_@|@[`AcAxBc@t@y@PoBCs@@q@J_Bb@q@T{AdAq@j@q@`@cFjAcALaADcAIy@Wo@s@u@e@}@A{@Es@i@o@m@iBuAg@{@kAcCmCiFm@_Am@m@u@i@w@g@q@q@kByAy@So@Uo@M_AC}@]s@m@k@u@qAyBSgAIwFQmAq@qC_AeCe@{@oAqBo@w@y@o@c@}@KyCMoAe@cAk@w@q@m@g@s@mBkDm@k@s@_@q@Ww@Fy@JcDESm@_@{Aw@Sw@Ks@@k@Dm@Hc@VcA~A{B~Bw@~AMhAe@`CYfCWb@Q@Bu@Ae@CWCQEECBSr@[d@YXETC^YtAO`@QZg@t@URYFOOAUBSPy@BYCi@c@]S[u@g@QSAM^w@b@q@JSFYDc@?a@k@gB{AeD@KNAZM\\Of@YJQBQASHYb@i@JWXc@J_@`@o@BWGUq@e@SU?g@FcA?_@O[m@e@UEWAcAVQBUA[Kw@g@q@Aq@MOKFc@Pi@N]^s@F]I[Ys@s@u@MUEWAWGUMQe@USEe@Ai@EUGUIQQGY@UN[V[t@Sb@k@ZW`AMn@Nx@Kf@m@xAsAp@wALa@O_Bn@I`@A\\IRg@JsAFyAIq@CaApBsAh@Wh@OpAUd@ErBInBB\\Ib@[Z_@~AuBb@e@h@YnC{@|@S,3418865
149.3,247.2,14.1,21.8,0.30000000000000004,5.1,0.0,2,cygbF`gofVBuDC{SGgOAsTEuGByFG{GH_PL{HAyJDkBFkAVoCPiARgAj@uBx@sB`DoGhFeK|@aBrBaEN_@NSlB{Dn@sAhEiIxEuJjRi_@HME?@CHU|CoGfAwC|AkFf@mCXmBd@aEb@kFbBmPj@yEb@wBf@gBp@eBd@aAz@uAj@s@n@o@t@k@`Am@h@UjDiAnB{@v@e@f@a@|@y@XYz@wAvAoDjCcHv@}C^oA|DiKnC_HrCkGzAqCpBkDdS_[h@y@l@u@r@q@nByAjAiAzVgYbIuI,3434850
154.6,297.6,14.4,25.9,-0.30000000000000004,6.2,259.8,0,yx|dF`qcgV`MuDnBSpBArBO^QdBcAjJ{GrA{ApFwHzAcBvGkGjJoK|AuAdBiAvLyFjEqB`IgDvKgFdB_ApEwBhLiFnEsB`BoAhAcBdAmBdAgBjAiBfAoBrAkBzAiAtEsB~AmAtAmBnDqJbA}BfAmBhAeBvAoBvAeBpAsBbA_CdAkBpAsBpAyA`LkFbReJbIyDfBmArHwFzKeIbBaAdBu@zEgBjBMlB@tBB`FVtBFhFH|B@vBUvB]xE{AjB]nBG~@KjBq@nI{DbB}@pA}ApAmBf@i@`Bg@vBWvEwAlBy@dEaCr@YvIYf@Bz@bBNh@`Bx@~I?f@Jv@n@zAxAhC]ZfA?LfAxAJD\\p@xAtG\\~@`@|@t@nCThAp@|B`@dAp@z@~ApAnB`AfBrA|AdArBt@vBiA,3460011
148.4,219.3,5.0,19.8,-0.2,1.7,155.7,2,qvddFrq{iVe@tAItE[~A{AxCsCvB}@|@Uf@cDdDw@bAiCjCaChBgApA_LdG}A`AaBfAkBdAiBx@qFtDaAfAgCnBsClC}@bAwBzBsB~AyAhByA|AoAzAoCxCo@nAm@TaBpAmBtCsAzBSh@Qx@a@fC,3484086
164.0,328.8,10.0,24.4,1.0,4.0,231.0,0,cg_gFdd|kV_AaCQi@i@oBc@uBeA}C_@{A]_Ay@gB[_A_AyDCSKg@q@eC{@uC]sBGq@Eu@CgFMyKFaG?{DI_EKwB]aDm@eIoDgVYmCEcBBiAf@qGnDm^z@mGl@yCZmBh@uCj@gDT}BH}@FqAF}BAcB@uBK_HMkEAgCEmAA{BCuA?_AC_AOuN@kBEcCCmESgQM{OGsDAiGW_GQwBOwCeAsLUsEo@mIIgD?oCBiAZoE^wCh@qCt@mCt@qB|@qBvJkR,3490822
150.5,217.0,57.8,11.0,3.6,10.3,2536.1,1,y_sbFl_biVYoADe@PWCe@FKt@e@Z]JEJITICy@IUOOEUHMDU^q@^aAJI\\MHMHCPODALKNQTKB@HIJSn@cBNSHONk@TaBPo@\\s@^{AAUFeAAWEUIEa@?QDIHKVe@r@GVABMGAGMO?GNc@Fo@DEBK`@[JOn@WJQBg@CMJe@PYDS?UGc@@IVUJC@AH@TKP@@AHCR?Rm@LSJWNcA?[Ba@NcAMaBBODMFADKNANHNLJPNLPVPl@B|@Rx@HnADPR`@@NJTJh@HTLNH@FAYu@Is@Aw@FmAJUB@Z{BGSGIGM@iDIm@Cq@UcBQq@Gs@IsC?q@Fi@Ec@Am@Ge@Uq@QQc@MIMAYFo@Ea@IUUa@Y]KSEY?c@F_@HOl@g@Tc@PKLS`@_@N{@H{@DU@qAFYNWZKPOXa@Hc@`@cATu@XoCNSNMJMXYJMFOBWBy@Ji@Ze@NGPClAK^SFIFW@gAsA{C_@m@K[Wg@OUk@i@s@k@Y]Oc@ESCqBD{@Ms@Ae@CQKSm@c@SUEa@e@q@MgCK]QWaAcAq@}AWe@w@}@i@_@{@e@i@U]GW?eAT[D]AeAKm@?e@JUJi@b@o@r@o@Ty@d@K@M?KEIICKCYRiBKaAGSm@{AWeBI_@Uo@k@aA[s@Ga@Eo@@{@Jy@J[n@uAd@_BBU@YCUKSMMQGQ?ODMFk@x@e@`@WXq@nAKJ[PKDM?MCo@c@ICs@@kAJc@GQIMOg@q@YW[MuAEQEe@]e@s@KI{@g@g@Q_@GWBKFe@`@WLODWGIM_@iAi@iAG[I}@Mg@]i@_@c@m@SMKK[Gy@IUKMUGsAOc@IKIq@i@W[AO?WFM`@e@Na@B[DyAEUEISIeA?c@EcC_AUMMO]eAUY]K{A[e@WGKKa@?[F_@Zs@CYFaAEa@Ic@?c@Em@]uAa@cAIIq@c@_@[SKSAG@IJIzBMf@Ud@KHUDM?QCSBOJi@p@OH[BWAg@S_Ag@}@a@m@KsCR{ACmBDkALg@Tc@Dq@TS@S?YEg@YQCQB_@JUPQ@KAaAq@MMs@g@[[s@g@a@S_@E[H[P_@G_@a@e@u@KIMAO@}@r@oA^m@@]IO@[_AaAoBe@mAF_@NOHOPQDSBUBuCRo@COGIg@u@?MPe@PYFWXuBLc@VOHQb@a@LSLm@@iAJg@FORKfAYPKb@I`@e@Hk@Pm@Fq@EYA[g@wBo@cCE_ABcBDKEGCBFPCHC??EFKDWHSh@[Z[v@cA`@q@Xs@b@_BX_BHw@@_BGy@M{@Y}Ak@sBS_AC_@?_AFaAT_Ap@gAbA{@RMb@A~@Kl@U`@c@Ls@CsAc@eBgA_FB[IkA@mA@s@LkALs@Po@`AmCtAcD~@iC~@sCt@kCXiAh@_B|@aCxCwIZo@j@}@j@e@p@YPEvB]hAc@jAm@lAqAjAcB`@u@N]`C_Iv@aCN[`@w@d@q@h@i@|@s@`Ae@tDmAf@KTAv@Qr@a@jA_@T?ZDHC^A`@Bd@PLFh@l@R\\`@h@`@x@b@l@j@^VDp@Vp@d@b@^b@TPVR`@Fb@N`@Xb@ZAf@RN?hB]d@MjAKh@A`BBd@L|B`@p@Dh@?n@Q|@i@TSZc@f@gALc@h@mCvBoOj@yCbDqKx@aC`@eAx@wAdDmFf@}@nAwBT]d@i@j@g@lAu@r@[d@Kt@Iv@A^ET?tBQh@IvBK|@OhGk@|AWjAa@h@Uf@[f@c@d@g@p@gAfBaEr@sAb@k@f@e@j@]dA[f@G`@A|@DTHx@HpAr@VTBJRN\\Hj@VVBP?THN@HC@BFBJC|@CD?FDn@GVBPFz@BZJb@Kj@GHXLNDBVBXNBHDBNl@F@N\\DVLDH@FABCTBNEXSLSTMBINITQHMJWH[Ek@AcB@s@Ho@?UHi@r@aA^]^Mt@y@~@c@b@KPW^STIHKRQl@STSb@QR[h@k@hAw@hAcAr@c@b@a@,3498085
146.0,209.2,13.1,20.6,0.30000000000000004,4.5,87.3,2,gzabFdd~eV|DeE~DwDdGqG`Aq@jDuDrCqCxCgDdAcA~CgDhBcBpBuB|IsJhCoChAeAvA{AjJaKzF_GvEaF~HyHtDkEhDeDdBmBpMaNdDsDdEgEbDoDvFsFrBsBbCkCnFmFlDuDnEoEpGyG`B_B|HeIbEoEpIsIfFmFl@s@hDiDdDkDbCaCtG_HvRaStJaKlX_Y,3498480
166.5,344.5,11.4,25.1,0.7000000000000001,4.8,263.8,0,mtfaFhqxeVm@r@cB~BwEfGgAbAYPm@PwANuAGiIaAaAKuAGaAPuAn@}@z@w@zA_FrK]n@[`@iAz@gAZwAJ}CJ}@Hw@Ru@`@o@j@_AxA_@nAqA|GWhAg@fAu@z@}@l@cAXeGjAaA`@w@n@wHnGoBdBs@hAcClFs@`AMJaAn@yAt@sEhCeAv@eBnBeAzA}C|DeAhAWPg@LuHh@uE^oBX{F|By@PiACuE_@{@CYBa@LULgEfCm@XcAV_D^SDWLgAdAmAtAKNQ`@GZAf@MtAORyAlAgAbAg@VuAVc@NiC~Am@f@Yp@Mz@OlBIb@{BtFi@nA]f@e@d@{FxFqCtCeCpCyAbBe@x@cGbMs@z@a@VWJ}AXiAr@u@~@OVcD`HaAhBu@`A{@x@k@`@cAh@oA\\y@J}CNs@Lc@JwAl@aGjC}A|@sClBYLiAXiAHaACcFs@sA]eAk@kAiA,3520857
